usd_gain,reward,PL_ratio,PL_count_mean,hold_ratio,slope_indicator,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
110.42,11.8828,0.827,1.21,1.573,1.0,0.0145,0.899,0.838,2,44,212,8.105
52.05,11.9022,0.474,2.235,0.74,1.0,0.0118,0.898,0.582,14,120,20,4.006
29.45,11.9242,0.577,1.581,1.218,1.0,0.0039,0.483,0.275,2,449,164,1.58
62.16,11.9523,0.671,1.391,1.134,1.0,0.0093,0.954,0.361,7,377,223,5.789
66.58,11.9748,0.871,1.11,1.529,1.0,0.0085,0.488,0.92,9,398,223,5.353
54.35,11.9873,11.943,0.082,26.37,1.0,0.0009,0.761,0.753,10,47,342,8.604
73.23,11.9874,2.137,0.561,7.924,1.0,0.0062,0.814,0.852,31,438,162,2.867
67.24,11.9933,0.534,1.725,0.842,1.0,0.013,0.146,0.992,23,432,227,5.681
64.01,12.0051,1.641,0.572,4.095,1.0,0.0056,0.6,0.7,2,193,266,8.873
55.75,12.0123,0.704,1.292,1.361,1.0,0.0081,0.84,0.935,26,261,278,4.322
50.52,12.0216,0.394,2.449,0.598,1.0,0.0126,0.191,0.717,6,432,289,3.486
43.39,12.0279,0.338,3.264,0.445,1.0,0.0141,0.573,0.947,0,204,175,1.796
46.53,12.0351,0.762,1.235,1.178,1.0,0.0056,0.916,0.449,22,209,188,3.697
46.24,12.0572,0.534,1.839,0.905,1.0,0.008,0.461,0.109,3,231,408,7.853
57.9,12.0789,0.627,1.362,1.411,1.0,0.0083,0.769,0.571,14,317,429,3.896
52.51,12.1216,0.533,1.957,0.726,1.0,0.0141,0.537,0.053,28,75,292,7.849
44.43,12.1291,1.848,0.51,3.2,1.0,0.0029,0.594,0.393,5,256,423,6.564
92.22,12.1572,0.998,0.941,2.784,1.0,0.011,0.945,0.666,31,201,342,4.838
43.49,12.1714,0.359,2.773,0.568,1.0,0.0111,0.094,0.501,22,441,11,4.612
67.3,12.221,2.21,0.375,4.456,1.0,0.0036,0.869,0.606,4,429,39,7.952
56.83,12.2288,0.513,1.838,1.034,1.0,0.0102,0.695,0.27,27,438,94,5.779
75.76,12.2405,0.675,1.345,1.257,1.0,0.0117,0.546,0.766,1,392,464,7.664
56.31,12.2414,0.522,2.036,0.716,1.0,0.0127,0.82,0.095,9,211,486,5.146
58.22,12.2443,0.536,1.804,0.976,1.0,0.0115,0.42,0.435,22,351,439,7.504
49.69,12.2648,0.508,1.933,0.808,1.0,0.0093,0.715,0.147,30,284,303,5.116
49.92,12.2704,0.425,2.318,0.825,1.0,0.0106,0.56,0.12,23,414,238,5.838
106.48,12.2776,1.286,0.96,3.799,1.0,0.013,0.818,0.757,31,446,100,5.485
54.76,12.2882,0.577,1.683,1.024,1.0,0.0095,0.878,0.541,6,271,240,4.538
79.42,12.2908,2.843,0.357,5.549,1.0,0.0055,0.434,0.819,22,9,318,5.629
83.61,12.3289,0.988,0.939,2.318,1.0,0.0099,0.96,0.926,25,226,267,8.188
41.11,12.3421,0.356,2.664,0.656,1.0,0.0095,0.75,0.838,11,247,389,1.383
66.17,12.3462,0.756,1.243,1.646,1.0,0.0089,0.757,0.558,29,361,488,7.649
40.55,12.3469,0.34,2.574,0.876,1.0,0.009,0.695,0.167,11,402,182,2.16
49.26,12.3478,0.517,2.246,0.608,1.0,0.0134,0.768,0.5,20,140,1,7.461
88.82,12.3542,0.848,1.181,2.069,1.0,0.0101,0.862,0.725,24,100,63,3.79
46.45,12.3695,1.575,0.59,3.021,1.0,0.0032,0.74,0.252,28,441,274,5.455
67.67,12.3876,0.791,1.129,1.908,1.0,0.0091,0.269,0.739,0,332,209,7.661
49.21,12.3903,0.864,1.106,1.321,1.0,0.0055,0.816,0.652,1,220,111,3.75
62.92,12.4091,0.849,1.068,1.619,1.0,0.0078,0.809,0.724,5,334,126,6.212
70.12,12.4274,1.412,0.59,3.721,1.0,0.0057,0.705,0.481,0,314,270,7.86
58.07,12.4651,0.633,1.427,1.169,1.0,0.0085,0.796,0.511,20,49,485,5.325
68.88,12.5141,0.661,1.509,1.183,1.0,0.0118,0.995,0.506,8,316,208,6.271
57.28,12.5165,0.608,1.588,1.137,1.0,0.0084,0.893,0.3,12,105,418,5.894
56.66,12.5849,0.496,1.947,0.937,1.0,0.0112,0.815,0.449,30,360,498,4.726
51.15,12.5912,1.237,0.711,1.826,1.0,0.0044,0.23,0.858,22,340,321,4.476
39.26,12.5951,0.544,1.557,1.493,1.0,0.0056,0.073,0.712,0,404,177,2.339
83.49,12.5961,0.519,1.926,1.138,1.0,0.0122,0.955,0.042,10,398,9,8.986
47.73,12.616,1.477,0.585,2.176,1.0,0.0036,0.094,0.723,28,401,267,5.342
51.74,12.6308,0.499,2.123,0.766,1.0,0.0141,0.939,0.737,25,75,371,3.954
58.37,12.655,1.629,0.553,3.62,1.0,0.005,0.532,0.715,15,16,455,6.212
67.33,12.656,1.884,0.481,4.248,1.0,0.0052,0.587,0.98,20,429,439,7.431
55.75,12.6673,0.556,1.834,0.865,1.0,0.0102,0.531,0.192,22,257,306,7.949
68.26,12.6732,0.802,1.345,3.921,1.0,0.0099,0.81,0.543,31,377,15,2.195
73.94,12.6903,1.436,0.64,3.404,1.0,0.0068,0.767,0.912,4,69,212,6.916
53.43,12.7041,0.361,2.914,2.447,1.0,0.0138,0.508,0.336,31,392,412,2.043
46.14,12.7059,1.366,0.655,1.981,1.0,0.0036,0.425,0.843,26,282,114,3.979
63.69,12.7083,0.679,1.381,1.185,1.0,0.0092,0.806,0.54,7,393,92,6.302
52.17,12.738,0.988,0.821,2.288,1.0,0.0047,0.288,0.34,21,401,472,5.542
41.64,12.7393,0.381,2.846,0.466,1.0,0.0145,0.588,0.086,31,26,194,4.526
33.19,12.7623,0.243,4.228,0.377,1.0,0.0129,0.069,0.467,11,244,309,2.039
58.19,12.7717,0.668,1.48,0.866,1.0,0.0097,0.381,0.677,6,133,162,7.32
57.51,12.773,0.439,2.385,0.843,1.0,0.0144,0.524,0.517,28,443,375,6.202
31.31,12.7816,0.625,1.488,1.176,1.0,0.0039,0.314,0.735,2,385,340,1.253
42.94,12.7891,0.523,1.895,0.725,1.0,0.0081,0.364,0.5,5,189,379,4.519
41.53,12.7905,0.333,3.006,0.44,1.0,0.0122,0.675,0.827,21,152,49,1.738
52.48,12.8501,0.486,2.07,0.72,1.0,0.0148,0.552,0.06,29,129,336,7.61
42.63,12.8681,0.567,1.773,0.784,1.0,0.0073,0.609,0.117,17,94,46,5.974
77.86,12.9117,0.643,1.463,0.901,1.0,0.0126,0.248,0.947,23,373,33,7.406
66.82,12.9373,2.681,0.345,6.468,1.0,0.0039,0.823,0.968,10,274,273,7.975
66.43,12.9486,0.59,1.54,1.009,1.0,0.01,0.387,0.478,21,266,25,7.478
56.7,12.9531,2.579,0.373,6.113,1.0,0.0035,0.809,0.961,15,108,225,6.078
68.02,12.9534,0.541,1.583,1.224,1.0,0.0101,0.533,0.198,31,104,374,5.848
32.92,12.979,0.313,3.09,0.571,1.0,0.0083,0.305,0.704,14,236,438,1.228
47.87,12.9831,0.693,1.399,1.012,1.0,0.0063,0.515,0.51,20,298,418,4.285
70.05,12.99,2.185,0.38,5.047,1.0,0.0038,0.96,0.75,11,232,25,6.087
47.58,12.995,0.36,3.011,0.488,1.0,0.0144,0.413,0.422,23,359,231,3.599
59.02,13.0084,0.873,1.048,1.641,1.0,0.0068,0.544,0.678,22,343,301,6.014
104.61,13.0092,1.093,0.909,2.729,1.0,0.0098,0.912,0.741,4,101,86,8.842
44.13,13.026,0.307,3.505,0.478,1.0,0.0148,0.311,0.048,27,387,101,7.428
79.76,13.0392,2.063,0.476,5.54,1.0,0.0066,0.423,0.854,24,328,197,7.91
66.69,13.0501,1.288,0.727,2.926,1.0,0.0056,0.812,0.403,9,290,270,8.979
41.95,13.055,1.786,0.499,2.3,1.0,0.0027,0.187,0.754,26,192,113,4.919
44.44,13.0989,1.175,0.776,1.574,1.0,0.0035,0.907,0.859,13,401,7,2.637
61.51,13.1087,0.621,1.5,0.814,1.0,0.0123,0.448,0.329,13,428,398,8.218
83.66,13.1089,1.673,0.548,3.825,1.0,0.0063,0.96,0.963,22,299,181,8.512
65.76,13.1097,1.454,0.614,3.2,1.0,0.0054,0.925,0.998,18,311,342,6.204
63.95,13.1206,0.59,1.717,1.108,1.0,0.0105,0.936,0.516,10,364,332,5.081
37.78,13.1431,0.426,2.317,0.556,1.0,0.0095,0.304,0.01,17,107,150,6.703
37.29,13.1648,0.244,3.626,0.564,1.0,0.0116,0.203,0.676,0,357,338,1.498
87.34,13.1751,1.449,0.627,3.042,1.0,0.0077,0.893,0.96,4,98,254,7.411
56.01,13.1892,1.067,0.847,2.072,1.0,0.0055,0.641,0.74,20,280,210,5.71
69.86,13.2374,1.188,1.004,3.432,1.0,0.0073,0.645,0.275,31,242,103,3.963
91.88,13.2506,1.52,0.681,4.505,1.0,0.0082,0.806,0.752,31,279,258,4.28
65.64,13.2871,15.827,0.07,18.357,1.0,0.0005,0.843,0.731,8,126,113,6.043
46.89,13.2989,0.398,2.554,0.535,1.0,0.0119,0.22,0.284,21,117,155,7.198
32.69,13.3183,0.405,2.449,0.58,1.0,0.0066,0.465,0.552,3,280,297,1.58
45.25,13.3284,1.317,0.666,1.921,1.0,0.0035,0.162,0.612,25,243,366,5.058
59.05,13.3374,0.613,1.671,0.617,1.0,0.0147,0.237,0.845,9,84,157,5.869
47.16,13.342,1.299,0.7,1.894,1.0,0.0037,0.257,0.396,29,340,258,7.167
41.96,13.3518,0.33,3.18,0.526,1.0,0.0117,0.212,0.232,21,213,492,4.989
98.13,13.3674,1.747,0.651,4.868,1.0,0.0085,0.683,0.271,31,315,403,8.809
46.72,13.3692,0.351,3.055,0.501,1.0,0.0135,0.441,0.623,25,405,394,2.658
55.52,13.3708,2.875,0.319,6.329,1.0,0.002,0.477,0.18,24,204,290,7.965
48.64,13.3873,0.862,1.087,1.256,1.0,0.0053,0.272,0.719,30,384,190,4.168
40.23,13.3989,1.018,0.881,1.943,1.0,0.0034,0.981,0.226,0,239,471,2.009
68.56,13.4218,0.681,1.448,1.541,1.0,0.0093,0.987,0.434,8,308,183,6.89
48.11,13.4407,0.423,2.32,0.877,1.0,0.0095,0.722,0.294,9,374,328,2.703
67.55,13.4675,2.343,0.469,8.29,1.0,0.0046,0.121,0.367,31,252,44,8.759
62.12,13.4799,0.682,1.337,1.66,1.0,0.0074,0.768,0.086,12,182,365,8.515
57.66,13.4978,1.185,0.747,2.523,1.0,0.0051,0.482,0.986,15,309,77,3.811
89.09,13.5198,0.852,1.117,1.748,1.0,0.0117,0.688,0.991,27,296,298,8.907
74.16,13.522,17.408,0.061,41.955,1.0,0.0008,0.509,0.634,24,129,99,6.318
61.98,13.5247,0.575,1.721,1.087,1.0,0.0104,0.769,0.403,25,246,250,6.527
62.36,13.5436,1.092,0.838,1.567,1.0,0.0025,0.937,0.447,8,21,240,2.821
74.44,13.5758,0.973,0.928,2.399,1.0,0.0072,0.985,0.413,30,309,215,7.966
80.85,13.6048,0.815,1.235,1.747,1.0,0.0088,0.762,0.246,24,261,405,7.058
58.65,13.6055,0.49,2.175,0.746,1.0,0.014,0.628,0.739,20,308,437,4.574
67.95,13.6135,0.642,1.492,1.198,1.0,0.0095,0.841,0.173,9,157,353,8.416
56.74,13.6205,0.398,2.608,0.612,1.0,0.0148,0.233,0.438,2,301,465,7.501
49.15,13.6251,0.491,2.148,0.543,1.0,0.0118,0.543,0.39,20,204,316,4.141
34.0,13.6314,1.318,0.696,2.826,1.0,0.0023,0.558,0.514,9,410,281,1.217
104.26,13.6353,1.17,0.892,3.617,1.0,0.0118,0.556,0.648,31,285,115,6.358
47.45,13.6481,1.622,0.567,3.11,1.0,0.0032,0.321,0.652,24,324,26,4.036
71.13,13.6515,0.535,1.938,0.932,1.0,0.0146,0.881,0.794,25,287,309,5.56
76.48,13.6527,0.465,1.916,1.117,1.0,0.0146,0.753,0.307,11,275,238,7.837
58.83,13.6569,0.559,1.821,0.753,1.0,0.0118,0.686,0.46,22,156,142,6.108
65.87,13.6651,0.592,1.64,0.964,1.0,0.0104,0.999,0.557,25,28,262,4.546
44.4,13.6658,0.483,2.094,0.485,1.0,0.0123,0.225,0.33,20,142,201,6.065
60.4,13.672,2.487,0.358,6.404,1.0,0.0034,0.955,0.896,11,232,318,5.121
63.26,13.68,3.554,0.264,10.977,1.0,0.0029,0.962,0.76,1,284,304,8.599
72.96,13.6818,2.621,0.424,8.358,1.0,0.0048,0.147,0.867,31,265,426,5.057
103.37,13.6851,2.403,0.473,7.032,1.0,0.0094,0.335,0.947,16,16,301,7.732
66.82,13.6959,0.523,1.921,0.823,1.0,0.0122,0.327,0.739,9,410,199,4.475
47.22,13.7183,0.417,2.392,0.732,1.0,0.0096,0.891,0.261,1,344,117,2.806
47.94,13.7199,0.635,1.491,0.908,1.0,0.0063,0.465,0.675,26,384,28,3.18
84.49,13.7609,0.791,1.395,1.459,1.0,0.0065,0.632,0.226,8,19,354,5.969
53.56,13.7615,0.554,1.786,0.676,1.0,0.0115,0.18,0.439,3,147,343,8.053
57.11,13.763,0.49,2.091,0.902,1.0,0.0118,0.422,0.394,28,421,462,6.941
48.59,13.7847,0.481,2.151,0.669,1.0,0.0112,0.75,0.177,3,202,408,4.254
75.35,13.7945,1.499,0.608,3.602,1.0,0.006,0.859,0.781,6,441,464,8.403
75.88,13.8023,0.536,1.834,0.916,1.0,0.0146,0.663,0.799,21,112,253,6.397
39.81,13.8189,0.441,1.992,1.083,1.0,0.0066,0.871,0.126,31,65,338,1.683
35.91,13.8228,0.529,1.864,0.791,1.0,0.0053,0.333,0.008,20,183,48,7.568
71.74,13.8349,0.692,1.275,1.507,1.0,0.0092,0.809,0.275,1,447,309,7.11
44.04,13.8429,0.855,1.122,1.157,1.0,0.0046,0.475,0.447,18,154,124,4.797
62.1,13.8435,0.899,1.069,1.237,1.0,0.0071,0.552,0.651,13,425,51,7.252
110.36,13.8484,10.32,0.124,77.971,1.0,0.0027,0.762,0.855,24,101,488,8.373
56.05,13.8525,0.82,1.191,1.314,1.0,0.007,0.388,0.498,20,128,161,8.501
35.88,13.8619,0.277,3.875,0.35,1.0,0.0124,0.568,0.805,2,348,237,1.064
45.72,13.8941,0.691,1.383,0.81,1.0,0.0075,0.275,0.59,16,272,452,5.353
102.0,13.8986,0.866,1.064,2.424,1.0,0.0086,0.945,0.42,3,46,359,8.925
55.14,13.9291,0.499,1.989,0.843,1.0,0.0103,0.416,0.522,27,338,226,5.089
33.41,13.9386,0.495,2.032,0.701,1.0,0.0056,0.362,0.108,5,101,16,5.763
68.15,13.9468,0.639,1.253,1.731,1.0,0.0088,0.945,0.2,21,276,294,5.855
52.02,13.9671,5.231,0.198,12.252,1.0,0.0024,0.156,0.837,19,27,190,6.171
58.21,13.9774,0.671,1.446,1.395,1.0,0.0079,0.943,0.449,29,361,117,5.315
44.86,13.985,0.833,1.125,1.343,1.0,0.004,0.702,0.015,19,245,71,6.054
61.04,14.0281,0.486,2.098,0.765,1.0,0.0142,0.764,0.054,7,244,380,6.709
58.9,14.0291,0.541,1.932,0.824,1.0,0.014,0.493,0.182,20,73,495,8.807
62.57,14.0626,0.383,2.279,1.125,1.0,0.0128,0.096,0.281,31,144,402,7.126
47.56,14.0734,0.323,3.139,0.654,1.0,0.014,0.771,0.197,24,396,475,2.719
47.77,14.0775,0.794,1.184,1.256,1.0,0.0051,0.527,0.498,12,338,350,3.308
36.22,14.0848,0.598,1.626,0.871,1.0,0.005,0.264,0.144,29,194,240,6.422
84.8,14.0897,0.629,1.697,1.357,1.0,0.0133,0.873,0.554,4,122,337,8.636
45.17,14.1339,0.518,2.05,0.635,1.0,0.0098,0.934,0.185,6,136,35,3.46
54.93,14.1747,0.762,1.242,1.09,1.0,0.0067,0.271,0.402,4,216,493,8.348
117.45,14.1903,1.197,0.962,1.954,1.0,0.0079,0.781,0.54,20,55,21,7.492
54.41,14.1923,0.646,1.509,0.681,1.0,0.0096,0.306,0.788,13,349,48,4.549
31.94,14.1958,0.483,1.911,0.757,1.0,0.0048,0.15,0.656,5,417,493,1.774
68.65,14.201,1.097,0.754,2.877,1.0,0.0054,0.831,0.202,15,419,12,5.851
60.19,14.2027,0.483,2.062,0.731,1.0,0.0118,0.48,0.993,1,400,50,3.318
50.04,14.2099,1.35,0.682,1.994,1.0,0.0037,0.715,0.798,23,237,231,3.414
46.86,14.2271,0.881,1.038,1.294,1.0,0.0049,0.599,0.868,5,264,176,3.006
75.7,14.2274,2.362,0.402,7.664,1.0,0.0053,0.836,0.957,2,97,475,7.764
56.73,14.2275,1.088,0.842,2.058,1.0,0.005,0.714,0.483,22,281,369,5.825
43.96,14.232,1.331,0.695,1.984,1.0,0.0028,0.671,0.311,16,338,273,5.732
40.11,14.2356,0.39,2.634,0.429,1.0,0.0108,0.688,0.916,30,215,193,1.361
35.0,14.2499,0.427,2.148,0.866,1.0,0.0057,0.4,0.315,18,423,145,1.592
103.42,14.2586,1.135,0.943,3.857,1.0,0.0117,0.379,0.345,31,357,139,8.979
59.97,14.2714,0.467,2.073,0.622,1.0,0.0126,0.178,0.78,26,433,324,4.319
58.57,14.2717,0.569,1.802,0.815,1.0,0.0107,0.938,0.709,22,149,494,4.162
65.94,14.2879,2.303,0.491,9.273,1.0,0.0044,0.767,0.859,31,348,424,2.17
56.17,14.3377,0.458,2.2,0.594,1.0,0.0128,0.377,0.679,25,313,135,3.888
74.73,14.3679,0.621,1.457,1.189,1.0,0.0108,0.62,0.505,7,438,220,8.8
52.4,14.385,0.686,1.506,0.933,1.0,0.0073,0.353,0.356,27,148,50,8.647
59.3,14.3887,0.912,1.047,1.682,1.0,0.0063,0.286,0.406,9,290,244,8.337
57.22,14.3904,1.186,0.764,1.562,1.0,0.005,0.196,0.966,23,198,58,5.36
69.74,14.3984,0.513,1.973,1.098,1.0,0.0128,0.778,0.123,10,168,466,8.945
88.21,14.4228,0.611,1.509,1.074,1.0,0.0109,0.901,0.243,27,34,295,7.527
54.57,14.4282,0.403,2.672,0.543,1.0,0.0145,0.405,0.999,2,255,168,3.258
113.03,14.4712,1.042,0.799,3.158,1.0,0.0111,0.767,0.596,24,319,361,8.821
59.17,14.519,1.31,0.685,2.834,1.0,0.0044,0.98,0.179,17,374,495,4.818
42.25,14.5261,0.518,1.812,0.642,1.0,0.0067,0.866,0.724,7,289,113,1.752
63.03,14.5263,0.6,1.687,0.727,1.0,0.0117,0.432,0.864,27,166,333,4.729
55.61,14.5446,0.399,2.19,0.986,1.0,0.0097,0.301,0.177,31,104,23,4.896
60.29,14.5848,0.415,2.293,0.626,1.0,0.0125,0.051,0.497,0,187,288,7.861
61.14,14.5856,1.02,0.855,1.68,1.0,0.0057,0.249,0.882,25,413,157,4.916
58.33,14.6116,0.442,2.268,0.89,1.0,0.0121,0.453,0.243,15,157,456,7.861
49.79,14.6181,0.537,1.79,0.765,1.0,0.0078,0.135,0.661,30,402,259,3.969
117.16,14.6202,1.27,0.772,2.646,1.0,0.0096,0.732,0.736,24,166,88,5.873
67.03,14.6259,0.51,2.014,0.696,1.0,0.0142,0.267,0.693,9,289,427,5.104
35.73,14.6263,0.252,4.092,0.344,1.0,0.0136,0.937,0.024,0,186,319,1.305
52.01,14.6319,0.632,1.615,0.827,1.0,0.0074,0.615,0.416,6,207,48,4.747
74.0,14.6385,0.574,1.623,2.247,1.0,0.0112,0.427,0.392,31,258,465,3.379
55.88,14.6596,0.424,2.246,0.824,1.0,0.0111,0.571,0.138,12,412,205,6.0
39.14,14.6734,0.447,2.217,0.646,1.0,0.0069,0.457,0.286,2,197,96,3.348
56.13,14.7075,0.526,1.983,0.821,1.0,0.0101,0.846,0.545,20,357,39,4.059
26.95,14.7194,0.387,2.489,0.646,1.0,0.0055,0.241,0.02,24,317,387,3.526
53.84,14.7269,0.567,1.747,0.78,1.0,0.0089,0.92,0.793,30,180,441,3.09
62.46,14.729,4.249,0.279,13.746,1.0,0.0029,0.297,0.49,31,235,338,8.021
72.03,14.7723,1.001,0.896,1.778,1.0,0.0073,0.244,0.917,17,291,311,7.772
64.74,14.7819,2.249,0.412,4.521,1.0,0.0042,0.49,0.846,20,200,275,7.936
54.85,14.8134,1.084,0.829,1.42,1.0,0.0046,0.445,0.453,8,256,51,7.752
69.6,14.8368,0.767,1.196,1.62,1.0,0.0084,0.847,0.728,2,245,448,5.431
66.56,14.8392,0.518,2.003,0.724,1.0,0.0142,0.434,0.675,5,233,68,7.259
67.9,14.8444,0.984,0.909,2.455,1.0,0.0066,0.925,0.909,31,80,27,3.269
43.54,14.851,0.588,1.637,0.763,1.0,0.0071,0.623,0.542,4,49,276,4.126
55.73,14.863,0.594,1.847,0.757,1.0,0.0099,0.804,0.738,18,145,70,4.742
50.94,14.8632,0.654,1.451,0.905,1.0,0.0069,0.065,0.672,6,246,223,4.955
67.18,14.8905,0.583,1.578,1.474,1.0,0.0102,0.307,0.414,14,402,395,7.93
51.55,14.8938,0.514,1.852,0.864,1.0,0.0085,0.994,0.01,28,180,407,3.992
58.71,14.9029,0.611,1.351,1.627,1.0,0.0072,0.434,0.148,14,442,269,6.799
51.61,14.9093,0.625,1.587,0.791,1.0,0.0082,0.369,0.623,12,127,108,5.595
55.15,14.9256,0.517,1.847,1.006,1.0,0.0085,0.496,0.177,0,188,51,7.299
45.55,14.9494,1.449,0.628,2.517,1.0,0.003,0.876,0.515,2,340,453,2.666
47.04,14.993,5.923,0.172,12.437,1.0,0.0013,0.776,0.554,2,194,176,7.272
51.7,14.998,0.323,2.789,0.648,1.0,0.0123,0.606,0.776,0,341,212,1.881
90.24,15.0058,1.164,0.795,2.967,1.0,0.0082,0.972,0.84,12,250,159,8.64
70.12,15.0395,4.968,0.254,20.46,1.0,0.0033,0.426,0.824,31,396,494,5.791
64.72,15.0514,0.5,2.094,0.929,1.0,0.0136,0.827,0.539,23,251,495,5.363
58.09,15.0527,0.553,1.84,0.93,1.0,0.01,0.755,0.192,12,130,213,6.331
30.48,15.0721,0.453,2.001,0.95,1.0,0.0044,0.009,0.175,25,400,160,4.251
67.48,15.0754,0.898,0.887,2.133,1.0,0.0061,0.921,0.365,11,347,295,4.339
124.53,15.1468,0.972,1.82,1.461,1.0,0.0124,0.963,0.453,7,184,24,8.351
45.18,15.1545,0.338,2.744,0.622,1.0,0.0099,0.086,0.898,23,448,380,2.067
58.35,15.1867,0.597,1.618,0.857,1.0,0.0101,0.154,0.617,1,144,384,6.806
47.63,15.1901,0.731,1.245,1.001,1.0,0.0055,0.075,0.845,6,241,279,3.157
77.43,15.2258,0.759,1.353,1.331,1.0,0.011,0.883,0.858,8,230,491,6.36
82.48,15.2337,0.996,0.936,2.131,1.0,0.009,0.719,0.879,29,174,249,7.743
38.49,15.2389,0.83,1.095,1.331,1.0,0.0036,0.159,0.539,29,397,69,3.17
47.99,15.2605,0.42,2.362,0.605,1.0,0.0099,0.153,0.628,21,144,233,3.882
42.53,15.2943,0.396,2.468,0.636,1.0,0.0083,0.315,0.447,27,356,72,2.67
83.26,15.359,0.759,1.317,1.4,1.0,0.0109,0.863,0.669,8,289,172,7.609
57.83,15.3638,2.955,0.316,7.27,1.0,0.0025,0.764,0.376,30,401,477,8.61
49.56,15.384,1.495,0.59,2.217,1.0,0.0024,0.964,0.535,19,168,57,4.536
26.55,15.4345,0.566,1.684,1.669,1.0,0.0031,0.19,0.054,9,417,389,1.37
69.27,15.4397,0.699,1.446,1.095,1.0,0.0104,0.772,0.177,19,360,488,7.638
100.02,15.4508,0.789,1.095,1.771,1.0,0.0117,0.886,0.813,31,78,497,6.134
58.0,15.4925,0.454,2.189,0.599,1.0,0.012,0.226,0.591,25,338,73,5.065
57.52,15.4981,0.615,1.566,1.072,1.0,0.0076,0.553,0.138,5,314,388,7.873
90.01,15.5337,0.668,1.398,1.484,1.0,0.0125,0.756,0.972,31,75,29,5.036
64.12,15.5421,0.48,2.136,0.77,1.0,0.0124,0.932,0.094,6,380,170,4.821
64.34,15.5465,0.51,2.026,0.915,1.0,0.0119,0.952,0.362,6,349,294,4.605
53.77,15.555,17.413,0.078,44.099,1.0,0.001,0.402,0.51,31,402,192,8.819
57.72,15.5633,0.621,1.531,1.117,1.0,0.008,0.667,0.5,6,366,275,3.943
29.04,15.623,0.452,2.066,0.644,1.0,0.0044,0.016,0.77,10,141,29,1.527
58.46,15.6415,1.193,0.743,1.715,1.0,0.005,0.214,0.896,7,363,480,5.118
63.35,15.6422,0.423,2.193,0.871,1.0,0.0129,0.917,0.553,14,257,308,3.414
70.89,15.6454,0.567,1.968,0.707,1.0,0.0144,0.58,0.179,7,434,196,8.536
50.47,15.6539,0.447,2.073,0.743,1.0,0.0087,0.045,0.368,21,195,89,7.644
47.39,15.6672,0.541,1.75,0.645,1.0,0.008,0.191,0.56,28,177,90,4.672
79.45,15.6692,0.577,1.682,1.071,1.0,0.0124,0.821,0.359,9,334,211,6.949
51.65,15.6917,0.464,2.284,0.595,1.0,0.015,0.405,0.252,3,144,392,6.888
94.53,15.707,0.922,1.098,1.044,1.0,0.0122,0.514,0.866,8,305,46,8.23
106.74,15.7233,1.948,0.567,6.383,1.0,0.0086,0.431,0.781,31,331,88,6.555
51.1,15.7473,0.577,1.707,0.833,1.0,0.0074,0.396,0.627,29,364,100,3.845
98.01,15.7487,0.867,1.179,1.747,1.0,0.0123,0.825,0.961,3,80,164,7.169
68.6,15.7539,1.988,0.451,4.86,1.0,0.0038,0.858,0.408,10,352,327,8.19
90.94,15.7592,0.695,1.306,1.364,1.0,0.0112,0.841,0.729,4,333,51,8.625
74.93,15.7593,0.443,2.052,0.923,1.0,0.0131,0.269,0.438,31,107,316,5.682
61.96,15.7815,2.198,0.414,4.285,1.0,0.0034,0.819,0.931,23,388,381,4.802
57.75,15.7845,0.296,3.045,0.748,1.0,0.0142,0.071,0.596,31,102,298,3.533
64.74,15.7853,0.669,1.439,0.895,1.0,0.0093,0.466,0.637,7,315,83,6.298
50.52,15.7855,0.63,1.542,0.849,1.0,0.0065,0.75,0.3,7,302,442,3.696
58.74,15.7922,0.528,1.928,0.585,1.0,0.0141,0.707,0.399,7,252,316,4.319
69.24,15.8481,0.623,1.505,1.216,1.0,0.0093,0.908,0.566,29,290,498,5.426
73.63,15.8492,0.771,1.04,2.028,1.0,0.008,0.631,0.365,15,261,188,7.927
77.19,15.852,0.584,1.502,1.431,1.0,0.0104,0.961,0.276,14,382,360,5.676
45.46,15.8521,0.567,1.707,0.769,1.0,0.0063,0.429,0.531,3,273,40,3.443
137.38,15.8939,1.087,1.327,1.763,1.0,0.0056,0.855,0.1,16,265,11,8.891
47.13,15.9114,0.512,1.943,0.894,1.0,0.0077,0.501,0.06,4,66,127,7.619
74.58,15.9254,0.565,1.538,1.194,1.0,0.0113,0.41,0.674,0,258,435,6.026
72.97,15.948,0.907,0.97,1.522,1.0,0.0076,0.371,0.698,20,383,50,8.46
74.21,15.9737,0.561,1.61,1.349,1.0,0.0097,0.534,0.084,31,136,21,5.237
41.55,15.9773,0.362,2.791,0.513,1.0,0.0093,0.949,0.486,4,298,196,1.266
89.67,15.9811,1.199,0.733,2.592,1.0,0.0049,0.985,0.191,12,344,13,7.804
54.75,15.9867,0.457,2.267,0.578,1.0,0.0119,0.898,0.666,3,291,421,2.466
56.76,15.9955,0.634,1.551,0.917,1.0,0.008,0.815,0.946,20,184,318,3.337
72.77,15.9978,2.079,0.527,6.28,1.0,0.0046,0.781,0.521,31,228,487,3.472
61.79,16.0079,0.741,1.426,0.841,1.0,0.0116,0.199,0.763,19,280,44,6.705
57.49,16.0665,0.498,2.022,0.608,1.0,0.0126,0.834,0.735,28,167,416,3.172
