usd_gain,reward,PL_ratio,PL_count_mean,hold_ratio,slope_indicator,StopLoss,enter_at,close_at,typeMA,MA_period,ATR_period,ATR_multi
-104.5,-40.2158,0.773,1.149,1.158,1.0,0.0073,0.425,0.854,18,273,266,4.992
-100.0,-40.203,3.581,0.225,9.038,1.0,0.0023,0.908,0.472,11,273,496,6.313
-39.01,-40.1901,0.164,5.795,0.455,1.0,0.0114,0.039,0.054,11,385,499,1.551
-90.14,-40.1723,0.403,2.51,0.58,1.0,0.0133,0.366,0.129,6,355,30,7.14
-65.23,-40.1704,0.597,1.577,0.846,1.0,0.0052,0.4,0.342,5,232,206,3.663
-81.7,-40.1289,8.229,0.14,26.421,1.0,0.0013,0.253,0.167,31,415,421,7.98
-87.34,-40.0912,6.677,0.13,18.635,1.0,0.0017,0.581,0.961,3,85,425,7.26
-96.81,-40.0889,0.486,1.856,0.611,1.0,0.0119,0.066,0.58,12,236,484,6.071
-72.35,-40.021,0.544,1.663,0.611,1.0,0.0091,0.592,0.348,13,193,32,3.872
-75.2,-40.016,1.526,0.598,2.087,1.0,0.0028,0.895,0.557,6,188,325,3.181
-74.22,-40.0009,0.538,1.806,0.703,1.0,0.0101,0.308,0.237,30,26,388,7.849
-69.46,-39.9608,0.576,1.585,0.577,1.0,0.0092,0.113,0.944,19,183,369,2.386
-121.42,-39.9535,15.103,0.082,81.446,1.0,0.0012,0.301,0.75,20,5,201,7.167
-132.03,-39.9271,0.719,1.313,0.796,1.0,0.0136,0.031,0.908,9,36,391,7.531
-137.85,-39.9212,0.736,1.138,1.173,1.0,0.0108,0.386,0.96,12,205,220,7.499
-127.34,-39.8973,0.799,1.128,1.181,1.0,0.0098,0.621,0.997,9,96,144,7.095
-68.41,-39.8873,0.4,2.261,0.63,1.0,0.0073,0.589,0.628,10,343,96,1.638
-69.18,-39.8506,0.466,2.05,0.454,1.0,0.0113,0.124,0.466,18,105,243,4.004
-50.34,-39.8439,0.211,4.801,0.247,1.0,0.0143,0.168,0.521,29,415,2,1.168
-69.5,-39.7717,1.658,0.514,2.25,1.0,0.0016,0.896,0.339,25,31,200,3.534
-72.0,-39.7075,0.635,1.418,0.759,1.0,0.0075,0.782,0.28,7,11,445,2.047
-64.02,-39.6565,0.299,3.508,0.334,1.0,0.0145,0.416,0.062,5,433,344,3.715
-63.52,-39.5996,0.413,2.176,0.806,1.0,0.0067,0.083,0.449,17,298,400,1.941
-64.43,-39.5754,0.387,2.406,0.615,1.0,0.0071,0.575,0.617,18,338,64,1.238
-73.1,-39.5386,0.675,1.357,0.923,1.0,0.0082,0.293,0.389,8,90,344,6.742
-85.55,-39.5227,5.276,0.176,14.071,1.0,0.0017,0.863,0.714,18,279,328,8.398
-129.34,-39.5184,0.626,1.412,0.719,1.0,0.0142,0.086,0.758,12,128,369,7.745
-85.18,-39.5134,0.406,2.476,0.492,1.0,0.0145,0.938,0.533,26,227,303,2.508
-44.17,-39.5099,0.256,3.887,0.442,1.0,0.0074,0.048,0.024,6,294,8,7.832
-62.23,-39.4845,0.355,2.847,0.347,1.0,0.0116,0.491,0.781,13,417,338,1.083
-65.76,-39.4487,0.465,2.092,0.56,1.0,0.0087,0.78,0.465,23,88,30,2.63
-83.96,-39.4054,3.232,0.271,6.175,1.0,0.0022,0.368,0.84,14,230,251,5.502
-96.74,-39.3806,0.863,1.025,1.185,1.0,0.0064,0.003,0.703,17,200,215,7.072
-74.38,-39.3599,0.465,2.014,0.422,1.0,0.0142,0.102,0.588,28,106,431,3.981
-75.39,-39.325,3.549,0.252,5.269,1.0,0.0018,0.308,0.634,26,334,318,6.675
-93.07,-39.3012,0.451,2.126,0.659,1.0,0.013,0.605,0.204,17,200,262,4.917
-120.48,-39.2832,0.569,1.578,0.747,1.0,0.0146,0.399,0.727,23,59,150,7.09
-85.07,-39.1524,2.904,0.293,5.177,1.0,0.0021,0.827,0.488,10,192,411,6.02
-68.09,-39.1174,5.288,0.173,6.501,1.0,0.0008,0.825,0.376,23,67,496,5.155
-52.82,-39.1101,0.292,3.283,0.313,1.0,0.0113,0.126,0.647,29,218,351,1.424
-113.35,-38.9879,0.458,1.95,0.603,1.0,0.0149,0.219,0.915,25,308,77,5.186
-55.98,-38.9418,14.028,0.067,11.573,1.0,0.0004,0.711,0.672,20,391,192,4.492
-98.27,-38.9259,54.486,0.016,6.099,1.0,0.0001,0.932,0.726,6,136,217,5.414
-76.46,-38.9199,0.568,1.692,0.7,1.0,0.0121,0.359,0.431,18,17,375,6.465
-79.31,-38.8071,0.424,2.225,0.62,1.0,0.0092,0.442,0.094,29,388,236,5.514
-166.15,-38.8055,0.95,0.794,2.085,1.0,0.0088,0.95,0.907,16,152,323,7.644
-115.52,-38.8005,0.516,1.82,0.717,1.0,0.0149,0.582,0.816,17,133,400,6.517
-61.71,-38.7696,3.087,0.286,5.215,1.0,0.0013,0.942,0.004,9,393,92,2.595
-76.33,-38.5889,0.346,2.907,0.399,1.0,0.0142,0.355,0.525,1,251,411,2.545
-108.18,-38.5617,0.56,1.551,0.817,1.0,0.0096,0.933,0.124,7,28,493,3.725
-68.71,-38.5136,0.399,2.436,0.497,1.0,0.0141,0.539,0.033,30,117,291,4.765
-100.83,-38.5044,0.53,1.663,0.721,1.0,0.0106,0.477,0.996,1,248,57,3.667
-80.98,-38.4753,4.268,0.204,9.401,1.0,0.0017,0.524,0.377,14,279,268,8.573
-72.77,-38.4595,0.57,1.572,0.621,1.0,0.0126,0.594,0.406,19,180,410,3.146
-73.08,-38.4439,1.894,0.469,3.292,1.0,0.0024,0.517,0.679,0,265,17,3.118
-80.35,-38.4397,0.751,1.144,0.913,1.0,0.0059,0.164,0.343,16,443,309,8.284
-101.02,-38.3871,3.263,0.253,11.206,1.0,0.0026,0.875,0.325,14,438,474,7.811
-133.86,-38.3666,0.487,1.804,0.768,1.0,0.0142,0.078,0.718,14,267,35,8.411
-84.31,-38.3558,1.361,0.573,3.14,1.0,0.0033,0.173,0.205,21,435,284,8.211
-74.28,-38.3524,1.151,0.726,1.797,1.0,0.0042,0.385,0.705,1,18,170,4.576
-106.07,-38.3421,0.584,1.539,1.007,1.0,0.0099,0.526,0.525,17,315,53,5.286
-74.82,-38.3302,0.343,2.694,0.415,1.0,0.0124,0.38,0.054,4,272,37,5.239
-86.45,-38.3107,0.401,2.518,0.521,1.0,0.0136,0.996,0.835,25,265,286,2.019
-55.69,-38.2563,0.298,3.114,0.519,1.0,0.0083,0.253,0.317,12,345,370,1.922
-63.4,-38.2144,0.544,1.757,0.6,1.0,0.0125,0.241,0.15,8,132,271,7.684
-91.92,-38.1732,0.509,1.731,0.528,1.0,0.013,0.631,0.479,8,434,56,3.455
-119.86,-38.1185,1.198,0.719,1.851,1.0,0.0069,0.246,0.915,6,180,496,7.955
-64.66,-38.0688,1.69,0.514,2.636,1.0,0.0023,0.069,0.521,15,173,17,5.196
-71.52,-38.0185,3.622,0.243,5.552,1.0,0.0016,0.582,0.602,26,268,378,5.505
-63.88,-38.0059,0.515,1.85,0.513,1.0,0.0091,0.129,0.536,0,19,147,4.11
-68.01,-37.9666,0.413,2.303,0.427,1.0,0.0105,0.246,0.705,29,199,80,2.562
-53.87,-37.9288,0.722,1.257,0.98,1.0,0.0033,0.429,0.203,1,45,272,4.945
-76.13,-37.8718,0.794,1.101,1.164,1.0,0.0046,0.545,0.222,12,202,265,4.674
-92.37,-37.8542,0.406,2.308,0.606,1.0,0.0135,0.731,0.413,18,351,307,3.106
-68.57,-37.7991,3.37,0.263,4.655,1.0,0.0016,0.331,0.514,30,328,251,6.167
-60.21,-37.7864,0.326,2.864,0.535,1.0,0.0084,0.317,0.179,23,333,365,2.515
-92.9,-37.7372,0.662,1.45,0.809,1.0,0.0136,0.759,0.85,8,106,70,3.937
-51.26,-37.7061,0.411,2.195,0.447,1.0,0.0073,0.261,0.02,19,210,337,4.212
-83.55,-37.653,0.398,2.606,0.482,1.0,0.0142,0.386,0.197,17,225,110,4.647
-52.43,-37.5499,0.361,2.672,0.41,1.0,0.0085,0.112,0.076,30,149,451,7.262
-124.99,-37.4992,0.567,1.566,0.674,1.0,0.0141,0.012,0.881,4,258,257,6.963
-144.97,-37.4042,10.359,0.116,18.607,1.0,0.0021,0.265,0.827,27,2,47,3.548
-72.01,-37.396,0.463,2.018,0.67,1.0,0.0074,0.728,0.432,1,285,23,2.153
-86.39,-37.3938,2.072,0.405,3.162,1.0,0.003,0.083,0.686,18,394,428,6.566
-68.77,-37.373,0.448,2.108,0.505,1.0,0.0099,0.652,0.832,3,152,189,1.96
-86.37,-37.3448,0.55,1.812,0.695,1.0,0.01,0.922,0.955,22,146,163,2.921
-51.39,-37.3054,0.291,3.499,0.351,1.0,0.0107,0.731,0.044,25,173,39,1.689
-78.49,-37.2969,0.41,2.306,0.598,1.0,0.0097,0.861,0.645,18,343,473,1.563
-79.97,-37.2634,0.63,1.473,0.71,1.0,0.0105,0.272,0.377,16,277,66,8.123
-106.17,-37.2284,1.597,0.548,2.479,1.0,0.0056,0.177,0.893,10,51,417,7.851
-122.53,-37.226,0.574,1.619,0.8,1.0,0.0147,0.389,0.768,26,123,459,7.137
-65.97,-37.2183,0.875,1.048,1.12,1.0,0.0043,0.313,0.513,16,293,110,5.62
-91.41,-37.1402,0.499,1.708,0.541,1.0,0.0123,0.94,0.103,8,434,344,3.292
-92.93,-37.1372,2.59,0.346,3.737,1.0,0.003,0.277,0.809,27,289,45,7.786
-72.39,-37.1189,14.733,0.066,15.633,1.0,0.0005,0.504,0.788,7,70,46,5.687
-110.54,-37.069,0.818,1.182,1.187,1.0,0.0102,0.302,0.779,13,113,392,7.433
-49.82,-37.0502,0.405,2.339,0.481,1.0,0.0077,0.462,0.063,14,39,10,3.689
-143.91,-37.0131,1.164,0.708,1.956,1.0,0.0094,0.31,0.7,10,5,401,7.077
-69.1,-36.8636,0.501,1.937,0.736,1.0,0.0095,0.728,0.558,21,16,473,3.08
-90.16,-36.7978,0.559,1.729,0.565,1.0,0.0146,0.536,0.592,8,328,170,4.15
-33.0,-36.7664,0.284,3.417,0.861,1.0,0.005,0.003,0.051,15,295,103,1.786
-89.65,-36.746,0.871,0.98,1.373,1.0,0.0052,0.569,0.621,30,377,2,4.527
-40.29,-36.7115,0.223,4.313,0.278,1.0,0.0094,0.025,0.153,5,433,96,2.975
-124.35,-36.6942,1.032,0.821,1.668,1.0,0.0082,0.143,0.959,20,311,83,7.737
-47.95,-36.694,0.472,1.925,0.739,1.0,0.0044,0.853,0.251,22,179,353,1.039
-59.46,-36.6717,1.147,0.752,2.005,1.0,0.0026,0.998,0.288,2,309,116,1.87
-49.8,-36.6491,0.281,3.551,0.303,1.0,0.011,0.163,0.596,30,209,39,1.51
-57.19,-36.5845,0.501,1.895,0.755,1.0,0.0056,0.672,0.044,28,128,220,3.441
-58.25,-36.5014,0.478,2.031,0.51,1.0,0.0103,0.492,0.441,3,66,373,3.03
-128.64,-36.4775,1.091,0.763,1.884,1.0,0.0082,0.582,0.958,18,88,423,7.882
-56.7,-36.435,0.302,3.342,0.281,1.0,0.0142,0.086,0.76,26,205,47,1.697
-55.3,-36.4252,0.363,2.586,0.417,1.0,0.0089,0.171,0.351,18,147,457,2.266
-85.55,-36.4057,4.156,0.249,12.622,1.0,0.0021,0.422,0.161,31,212,165,6.285
-70.5,-36.3064,12.238,0.074,16.197,1.0,0.0006,0.88,0.252,21,260,468,6.815
-68.57,-36.3059,1.864,0.45,3.191,1.0,0.0017,0.713,0.013,2,90,183,5.68
-60.42,-36.2595,0.382,2.548,0.387,1.0,0.0124,0.544,0.622,29,172,460,1.627
-61.47,-36.2222,1.48,0.595,1.873,1.0,0.0026,0.119,0.434,26,147,127,6.643
-92.17,-36.2003,1.322,0.666,2.209,1.0,0.0055,0.056,0.92,19,274,424,6.804
-71.86,-36.1889,1.56,0.552,2.743,1.0,0.0028,0.156,0.626,11,284,205,3.733
-74.66,-36.1856,5.658,0.164,12.576,1.0,0.0014,0.504,0.538,31,83,83,6.44
-68.02,-36.1757,0.506,1.8,0.545,1.0,0.0146,0.43,0.097,16,247,423,5.391
-73.21,-36.0625,1.95,0.457,3.03,1.0,0.0023,0.804,0.225,18,231,126,5.192
-71.74,-36.0528,4.596,0.204,8.439,1.0,0.0015,0.969,0.76,4,444,362,4.229
-75.62,-36.0468,0.457,2.097,0.554,1.0,0.0103,0.432,0.312,4,180,80,4.485
-100.59,-35.9109,0.497,1.858,0.605,1.0,0.0136,0.285,0.688,6,265,456,5.014
-55.26,-35.9103,0.398,2.462,0.431,1.0,0.01,0.49,0.348,2,86,344,2.386
-48.35,-35.9089,0.238,3.869,0.453,1.0,0.0087,0.085,0.215,10,418,329,2.631
-78.66,-35.8677,1.931,0.449,2.597,1.0,0.0028,0.289,0.688,17,177,114,6.536
-66.22,-35.8379,0.485,1.969,0.472,1.0,0.0105,0.02,0.342,10,74,231,7.434
-80.5,-35.8305,0.504,1.72,0.772,1.0,0.0089,0.676,0.279,27,36,433,5.135
-76.17,-35.8022,0.653,1.374,0.746,1.0,0.0074,0.152,0.973,19,286,379,3.099
-63.54,-35.6724,2.8,0.316,3.786,1.0,0.0017,0.226,0.644,30,370,310,4.272
-126.82,-35.6606,0.927,0.929,1.251,1.0,0.01,0.036,0.965,22,91,419,7.306
-105.87,-35.6434,0.602,1.46,0.887,1.0,0.0103,0.196,0.856,30,348,259,5.76
-58.24,-35.6379,0.301,3.318,0.338,1.0,0.0125,0.416,0.057,25,208,225,3.091
-51.26,-35.6139,0.431,2.2,0.64,1.0,0.0057,0.104,0.115,1,168,85,6.846
-101.4,-35.5876,0.644,1.532,0.754,1.0,0.0128,0.694,0.806,7,98,46,4.877
-74.87,-35.579,0.599,1.489,0.661,1.0,0.0072,0.305,0.16,8,300,93,7.593
-99.73,-35.5502,1.181,0.773,1.549,1.0,0.0067,0.157,0.844,30,47,59,6.094
-65.88,-35.4119,0.449,2.229,0.489,1.0,0.0144,0.315,0.278,25,79,69,5.968
-64.24,-35.2861,0.469,1.99,0.673,1.0,0.0065,0.636,0.463,29,375,37,2.126
-64.33,-35.2521,9.137,0.101,14.391,1.0,0.0007,0.732,0.143,15,348,137,7.276
-135.46,-35.2346,0.67,1.288,1.041,1.0,0.0122,0.55,0.917,12,242,4,7.826
-130.21,-35.1819,0.765,1.271,0.952,1.0,0.0142,0.213,0.877,22,37,390,6.595
-84.98,-35.1652,1.212,0.682,1.71,1.0,0.0045,0.471,0.941,7,226,199,4.439
-69.12,-35.1411,0.747,1.18,1.323,1.0,0.0034,0.966,0.271,28,41,74,3.368
-69.63,-35.1284,1.387,0.655,2.257,1.0,0.003,0.685,0.302,1,321,181,3.562
-71.99,-35.1131,0.562,1.597,0.645,1.0,0.0095,0.504,0.267,8,180,261,4.89
-78.13,-35.0817,11.322,0.081,25.777,1.0,0.001,0.625,0.798,31,118,249,6.123
-50.7,-35.0477,0.44,2.225,0.49,1.0,0.0126,0.884,0.402,10,50,317,1.66
-67.62,-35.0413,13.817,0.07,19.655,1.0,0.0006,0.711,0.528,0,122,393,8.102
-73.52,-35.0334,0.674,1.377,1.237,1.0,0.0055,0.919,0.623,21,7,278,2.612
-65.09,-35.0068,1.39,0.655,1.964,1.0,0.0028,0.549,0.822,3,331,72,2.575
-69.24,-34.9644,0.376,2.593,0.433,1.0,0.0122,0.477,0.445,23,193,441,2.393
-71.13,-34.9087,22.263,0.042,12.953,1.0,0.0003,0.863,0.178,27,392,473,7.82
-101.93,-34.8899,4.403,0.187,15.905,1.0,0.0026,0.988,0.942,21,238,427,7.359
-64.68,-34.7667,0.446,2.095,0.469,1.0,0.0104,0.154,0.494,28,132,261,4.059
-53.69,-34.7401,0.544,1.699,0.551,1.0,0.0074,0.74,0.936,9,39,488,1.428
-52.11,-34.7393,0.547,1.773,0.621,1.0,0.006,0.392,0.397,26,64,69,3.545
-47.19,-34.7325,0.385,2.498,0.682,1.0,0.0056,0.099,0.357,6,264,74,2.102
-122.33,-34.7032,0.514,1.68,0.803,1.0,0.0133,0.932,0.778,27,297,2,5.853
-68.09,-34.7007,3.458,0.253,5.133,1.0,0.0017,0.277,0.877,2,343,173,4.333
-72.43,-34.6344,1.622,0.536,2.507,1.0,0.0028,0.717,0.528,27,222,428,3.654
-71.42,-34.5925,0.529,1.793,0.622,1.0,0.0091,0.915,0.821,4,119,320,2.078
-133.89,-34.5715,1.368,0.599,2.222,1.0,0.0078,0.296,0.972,5,337,316,8.836
-111.85,-34.5632,0.697,1.322,0.978,1.0,0.012,0.453,0.904,28,47,191,5.328
-52.09,-34.4706,0.808,1.11,1.206,1.0,0.0032,0.315,0.876,26,255,398,1.352
-101.48,-34.4421,0.555,1.554,0.785,1.0,0.0106,0.09,0.598,23,293,120,7.956
-59.42,-34.4203,0.404,2.615,0.43,1.0,0.0147,0.348,0.187,20,126,88,5.046
-50.97,-34.3383,0.445,2.129,0.573,1.0,0.0061,0.38,0.314,30,137,439,2.545
-55.66,-34.3138,0.461,2.031,0.811,1.0,0.0055,0.496,0.178,23,317,385,1.994
-89.89,-34.2395,0.362,2.45,0.66,1.0,0.0132,0.144,0.864,17,373,478,2.89
-48.92,-34.2365,0.719,1.226,1.429,1.0,0.0031,0.501,0.101,2,399,369,1.913
-65.24,-34.2134,0.389,2.65,0.435,1.0,0.0143,0.458,0.189,2,133,495,3.916
-52.53,-34.2097,0.32,2.966,0.538,1.0,0.0075,0.459,0.493,1,315,230,1.125
-89.73,-34.1866,1.717,0.526,3.269,1.0,0.0044,0.297,0.509,20,10,197,6.064
-54.76,-34.1764,0.514,1.803,0.497,1.0,0.0112,0.869,0.963,18,38,351,1.707
-74.29,-34.1759,2.188,0.397,3.574,1.0,0.0025,0.708,0.799,12,272,423,3.945
-50.34,-34.1457,0.27,3.706,0.383,1.0,0.0102,0.068,0.323,23,256,309,2.634
-55.74,-34.1444,0.374,2.458,0.494,1.0,0.0078,0.054,0.267,2,171,124,5.731
-51.92,-34.1239,0.893,0.975,1.638,1.0,0.0028,0.771,0.207,15,183,135,1.591
-53.65,-34.0857,0.407,2.368,0.415,1.0,0.0112,0.981,0.594,30,103,325,1.183
-61.35,-34.0465,0.436,2.276,0.482,1.0,0.0114,0.712,0.457,3,122,428,2.29
-53.68,-34.0028,0.324,3.131,0.403,1.0,0.0103,0.786,0.666,0,94,420,1.099
-117.46,-33.9912,1.244,0.643,2.137,1.0,0.0065,0.28,0.883,25,266,340,7.913
-96.4,-33.9757,3.606,0.223,6.426,1.0,0.0011,0.756,0.616,24,64,57,2.151
-177.01,-33.9723,1.522,0.524,4.375,1.0,0.0085,0.802,0.965,31,8,167,5.928
-69.7,-33.9497,1.12,0.769,1.917,1.0,0.0034,0.3,0.141,20,447,29,8.193
-82.49,-33.9121,0.388,2.473,0.565,1.0,0.0146,0.81,0.119,30,296,372,3.876
-67.84,-33.9027,0.414,2.294,0.399,1.0,0.0136,0.048,0.557,29,186,2,4.928
-146.78,-33.8123,1.051,0.794,2.085,1.0,0.0096,0.64,0.858,8,112,279,7.817
-64.68,-33.7911,3.767,0.237,6.059,1.0,0.0015,0.417,0.483,4,447,167,5.46
-62.21,-33.776,0.3,3.2,0.405,1.0,0.012,0.12,0.268,3,411,297,4.431
-78.37,-33.7401,0.614,1.406,0.674,1.0,0.0079,0.132,0.747,8,328,215,4.304
-78.43,-33.626,1.524,0.555,2.828,1.0,0.0023,0.834,0.267,6,52,186,6.054
-67.33,-33.5826,1.345,0.659,2.124,1.0,0.003,0.278,0.333,4,367,95,5.439
-56.2,-33.5697,1.593,0.544,2.122,1.0,0.0022,0.119,0.802,21,97,432,2.737
-69.71,-33.5685,0.369,2.602,0.499,1.0,0.0111,0.423,0.97,4,274,61,1.902
-48.11,-33.5371,0.315,3.146,0.357,1.0,0.009,0.01,0.652,29,234,64,1.838
-122.17,-33.5353,2.079,0.417,4.221,1.0,0.0059,0.002,0.841,24,315,423,7.842
-62.08,-33.4584,0.363,2.664,0.455,1.0,0.0099,0.342,0.685,25,222,472,1.836
-80.07,-33.4083,0.659,1.44,0.903,1.0,0.0103,0.424,0.497,16,124,197,7.662
-97.53,-33.3779,0.731,1.122,1.446,1.0,0.0038,0.496,0.141,26,13,240,7.269
-90.9,-33.3767,4.248,0.208,12.371,1.0,0.0025,0.62,0.809,14,231,356,8.543
-55.4,-33.2875,0.367,2.76,0.373,1.0,0.0147,0.415,0.277,5,95,446,2.963
-50.92,-33.2823,0.291,3.471,0.298,1.0,0.0138,0.571,0.334,2,183,421,1.313
-54.58,-33.1914,0.311,3.087,0.459,1.0,0.0092,0.072,0.236,22,290,211,4.369
-60.47,-33.1803,0.49,1.931,0.603,1.0,0.0125,0.307,0.203,20,44,239,6.991
-71.75,-33.1387,0.488,1.873,0.719,1.0,0.0098,0.771,0.585,14,20,397,3.132
-80.37,-33.1369,0.805,1.129,1.071,1.0,0.0068,0.443,0.929,7,113,386,4.135
-55.47,-33.017,7.314,0.129,8.297,1.0,0.0009,0.25,0.799,10,6,29,3.797
-76.08,-33.0039,0.421,2.352,0.493,1.0,0.0129,0.941,0.413,26,230,18,2.736
-58.96,-32.9719,1.664,0.526,2.429,1.0,0.0022,0.293,0.344,15,109,128,5.302
-98.73,-32.9547,4.718,0.167,6.914,1.0,0.0007,0.819,0.513,30,10,264,3.359
-68.84,-32.9406,2.104,0.396,2.957,1.0,0.0024,0.025,0.732,15,141,169,5.165
-72.12,-32.9242,1.945,0.448,2.904,1.0,0.0026,0.697,0.904,23,224,118,3.582
-65.57,-32.8734,1.029,0.884,1.427,1.0,0.0049,0.032,0.891,16,86,90,4.443
-45.71,-32.7831,0.657,1.452,0.773,1.0,0.0046,0.242,0.167,16,100,355,7.201
-61.74,-32.7133,0.497,1.841,0.828,1.0,0.0059,0.911,0.325,1,322,376,1.493
-87.51,-32.7114,0.581,1.583,0.565,1.0,0.0142,0.463,0.692,19,355,445,3.549
-76.53,-32.6932,3.666,0.234,6.31,1.0,0.0017,0.644,0.281,17,280,323,8.494
-83.53,-32.6726,2.639,0.328,3.794,1.0,0.0029,0.339,0.919,5,263,92,6.411
-84.91,-32.6696,0.406,2.45,0.509,1.0,0.0145,0.403,0.656,6,316,174,3.398
-44.56,-32.6408,0.2,4.401,0.51,1.0,0.0104,0.082,0.163,15,340,298,2.401
-51.07,-32.6198,0.632,1.389,1.182,1.0,0.0038,0.207,0.754,6,337,435,1.092
-79.69,-32.5961,0.624,1.449,0.761,1.0,0.0091,0.105,0.916,29,69,305,4.18
-54.42,-32.5904,0.391,2.634,0.364,1.0,0.0144,0.744,0.921,24,212,248,1.043
-112.7,-32.5137,0.649,1.364,0.94,1.0,0.0117,0.002,0.748,27,251,344,8.364
-47.3,-32.4875,0.315,3.111,0.351,1.0,0.0094,0.267,0.117,5,146,92,3.737
-111.12,-32.4757,1.153,0.731,1.963,1.0,0.0071,0.351,0.972,3,258,312,6.74
-93.71,-32.4115,2.432,0.347,4.254,1.0,0.0035,0.184,0.793,20,416,378,8.108
-63.8,-32.4061,0.563,1.588,0.929,1.0,0.0053,0.825,0.022,30,375,128,2.784
-82.47,-32.3679,0.626,1.514,0.717,1.0,0.0122,0.184,0.755,16,248,469,5.592
-55.28,-32.3085,1.244,0.731,1.551,1.0,0.0027,0.807,0.99,25,64,214,2.375
-42.79,-32.2306,0.582,1.557,1.322,1.0,0.0033,0.471,0.088,12,420,358,1.329
-66.47,-32.2045,1.137,0.769,1.631,1.0,0.0034,0.534,0.764,10,255,496,2.393
-67.63,-32.1621,6.02,0.143,11.752,1.0,0.0011,0.817,0.206,15,314,222,6.454
-71.89,-32.1352,0.342,2.547,0.67,1.0,0.0107,0.278,0.725,17,360,270,1.855
-65.94,-32.1226,0.585,1.607,0.746,1.0,0.0066,0.552,0.375,6,120,430,3.789
-108.87,-32.0993,1.382,0.668,2.169,1.0,0.0075,0.112,0.636,16,70,34,8.49
-95.65,-32.0881,0.756,1.165,1.349,1.0,0.0086,0.52,0.794,3,120,430,5.956
-72.93,-32.0799,4.181,0.203,6.376,1.0,0.0016,0.466,0.554,8,438,207,8.529
-99.16,-32.0743,0.89,0.956,1.605,1.0,0.0074,0.508,0.893,30,206,349,5.91
-70.42,-32.0677,0.37,2.535,0.47,1.0,0.0119,0.026,0.688,4,265,367,3.481
-75.6,-32.0052,3.868,0.245,13.568,1.0,0.0019,0.298,0.236,31,299,120,4.038
-90.85,-31.949,0.695,1.239,0.953,1.0,0.0086,0.32,0.932,7,276,240,4.778
-70.6,-31.8568,2.281,0.388,3.674,1.0,0.0023,0.567,0.437,6,414,93,4.639
-73.29,-31.7683,0.528,1.822,0.603,1.0,0.012,0.282,0.419,23,54,423,6.939
-43.11,-31.7315,0.333,2.915,0.407,1.0,0.0075,0.088,0.09,30,156,433,5.941
-88.55,-31.6349,0.528,1.728,0.651,1.0,0.011,0.167,0.936,17,208,231,3.715
-69.82,-31.6119,2.404,0.357,3.654,1.0,0.0023,0.136,0.548,1,356,498,6.256
-70.95,-31.5847,0.53,1.859,0.69,1.0,0.011,0.482,0.422,10,48,205,5.847
-48.93,-31.5702,0.338,3.051,0.376,1.0,0.014,0.854,0.095,2,107,234,1.742
-73.82,-31.5201,4.271,0.205,8.404,1.0,0.0016,0.897,0.669,12,192,290,6.175
-104.26,-31.4727,0.811,1.125,1.152,1.0,0.0104,0.442,1.0,19,157,415,6.188
-43.94,-31.4548,0.483,1.955,0.527,1.0,0.0063,0.253,0.297,17,47,229,2.48
-70.13,-31.4319,2.537,0.347,4.909,1.0,0.0021,0.879,0.471,14,345,169,3.407
-70.68,-31.4174,0.42,2.239,0.533,1.0,0.0104,0.162,0.172,27,200,243,8.768
-109.89,-31.3933,1.134,0.759,1.824,1.0,0.0075,0.132,0.864,3,209,323,8.127
-80.57,-31.3482,0.395,2.489,0.528,1.0,0.0131,0.834,0.684,3,410,128,2.587
-64.27,-31.2935,1.031,0.846,1.435,1.0,0.0035,0.819,0.526,13,366,395,2.73
-53.96,-31.2886,0.555,1.765,0.692,1.0,0.0075,0.729,0.09,13,106,320,3.351
-113.48,-31.2655,0.719,1.26,0.944,1.0,0.0134,0.268,0.725,8,178,386,8.121
-76.28,-31.2648,0.444,2.119,0.502,1.0,0.0141,0.938,0.201,13,426,134,2.874
-64.98,-31.2645,2.424,0.361,3.678,1.0,0.0021,0.359,0.372,3,210,455,7.923
-65.38,-31.217,0.409,2.025,0.938,1.0,0.0074,0.865,0.889,11,347,295,1.044
-66.95,-31.2099,4.652,0.191,8.252,1.0,0.0013,0.97,0.247,12,439,328,5.208
-55.2,-31.1736,0.482,1.909,0.569,1.0,0.0071,0.271,0.942,29,150,162,1.911
-51.11,-31.0284,0.369,2.597,0.454,1.0,0.009,0.608,0.153,22,140,417,2.122
-68.59,-30.996,1.669,0.53,2.445,1.0,0.002,0.982,0.022,23,252,1,6.676
-63.79,-30.9302,0.47,2.022,0.547,1.0,0.0106,0.539,0.501,1,99,377,2.996
-58.99,-30.8768,0.449,2.198,0.477,1.0,0.0114,0.728,0.564,18,104,55,2.156
-121.1,-30.8741,0.962,0.854,1.545,1.0,0.009,0.05,0.959,0,135,98,7.87
-50.15,-30.8604,0.553,1.609,0.956,1.0,0.0043,0.317,0.113,18,286,371,2.703
-76.85,-30.8514,0.52,1.747,0.848,1.0,0.0081,0.285,0.097,18,332,200,8.854
-71.34,-30.8404,0.486,1.726,0.918,1.0,0.0073,0.074,0.578,14,272,392,3.86
-116.66,-30.8262,0.79,1.199,0.908,1.0,0.0145,0.097,0.9,19,43,107,5.244
-72.75,-30.8195,0.484,2.019,0.637,1.0,0.01,0.736,0.742,22,207,145,2.607
-54.64,-30.8005,1.375,0.65,2.402,1.0,0.0024,0.865,0.627,2,386,237,1.547
